(58.227.133.60:3310, 227.176.178.135:17712, 0) x 368
(70.249.54.12:36173, 32.254.68.71:54297, 0) x 1
(232.72.42.65:29511, 216.195.43.255:11437, 0) x 1
(45.217.97.25:62039, 80.147.27.57:26962, 0) x 1
(102.74.21.249:52674, 124.107.92.40:127, 0) x 1
(167.148.164.181:22750, 36.95.71.114:21509, 0) x 1
(147.189.29.127:1123, 64.59.92.92:25538, 0) x 1
(110.196.208.97:36545, 175.162.212.221:38871, 0) x 1
(214.39.190.107:14241, 50.56.201.33:54260, 0) x 1
(226.251.188.165:38165, 121.233.147.209:61275, 0) x 1
(98.112.192.203:58041, 3.26.208.54:24773, 0) x 1
(66.29.213.96:22746, 136.240.102.161:44805, 0) x 1
(47.74.37.255:4015, 122.211.18.140:31159, 0) x 1
(242.226.37.144:20585, 225.104.204.0:19931, 0) x 1
(152.196.2.24:2691, 198.27.84.205:42620, 0) x 1
(137.170.203.208:30536, 99.17.97.31:22957, 0) x 1
(223.136.208.114:26768, 223.51.142.95:9159, 0) x 1
(159.245.252.31:46003, 21.27.219.96:42610, 0) x 1
(33.182.84.1:57891, 30.135.183.40:37064, 0) x 1
(182.59.232.224:53824, 193.32.237.228:52622, 0) x 1
(114.153.246.122:5175, 123.107.245.189:47948, 0) x 1
(215.138.125.244:16087, 216.200.193.20:27763, 0) x 1
(163.212.177.109:53086, 134.100.235.39:65506, 0) x 1
(91.113.22.239:1508, 67.216.150.21:51649, 0) x 1
(195.167.20.15:46931, 116.194.70.58:39439, 0) x 1
(100.11.134.191:47654, 6.184.130.79:45170, 0) x 1
(168.94.222.121:4011, 89.68.155.32:65420, 0) x 1
(39.225.8.1:8935, 28.12.83.17:27144, 0) x 1
(31.3.91.194:31016, 242.94.224.39:6735, 0) x 1
(12.117.144.118:49531, 165.98.117.177:39088, 0) x 1
(38.215.42.9:4075, 87.171.215.135:2677, 0) x 1
(1.85.56.140:12358, 227.28.180.198:17437, 0) x 1
(142.205.125.189:28779, 170.63.152.151:30176, 0) x 1
(144.119.42.59:41098, 255.98.92.223:42058, 0) x 1
(255.169.230.120:15493, 229.107.83.60:45464, 0) x 1
(109.127.250.210:3637, 190.33.143.217:10149, 0) x 1
(125.226.244.203:24095, 9.209.119.97:35257, 0) x 1
(18.102.252.192:25869, 205.228.29.173:5300, 0) x 1
(148.248.76.44:44485, 27.112.16.132:54119, 0) x 1
(140.89.218.50:49377, 88.66.159.152:10555, 0) x 1
(249.123.172.61:59921, 200.50.213.113:38320, 0) x 1
(123.73.111.118:16020, 52.37.248.238:19001, 0) x 1
(211.238.129.172:45528, 196.82.51.37:56766, 0) x 1
(214.137.108.109:3610, 122.237.48.221:13181, 0) x 1
(36.9.231.45:23678, 6.1.78.118:49067, 0) x 1
(92.136.157.24:2018, 208.165.9.206:24522, 0) x 1
(136.64.169.20:27839, 3.66.74.205:18857, 0) x 1
(209.231.212.165:5392, 36.4.97.181:27772, 0) x 1
(175.102.198.237:18687, 135.86.51.73:61337, 0) x 1
(131.20.98.140:49171, 1.158.111.146:36706, 0) x 1
(94.103.144.92:21239, 75.15.187.226:41404, 0) x 1
(227.69.151.30:47613, 125.38.160.107:61816, 0) x 1
(58.233.14.200:57526, 158.150.220.74:18788, 0) x 1
(205.33.142.182:62929, 66.178.144.84:59956, 0) x 1
(184.238.58.148:48100, 87.175.53.116:59888, 0) x 1
(140.91.235.203:12973, 100.195.97.208:47644, 0) x 1
(104.133.139.79:54500, 241.88.70.40:38876, 0) x 1
(33.97.128.11:40771, 46.120.16.1:24932, 0) x 1
(125.150.132.56:16763, 251.138.124.90:36684, 0) x 1
(180.163.243.183:7913, 26.233.217.39:47518, 0) x 1
(131.213.77.147:18047, 139.47.231.252:25765, 0) x 1
(246.230.73.173:39659, 87.220.105.66:1648, 0) x 1
(66.132.95.6:32460, 17.143.168.108:54630, 0) x 1
(150.42.69.190:35919, 224.45.27.173:29982, 0) x 1
(214.244.187.124:55890, 191.223.193.83:52414, 0) x 1
(99.111.89.95:56425, 125.140.172.83:10764, 0) x 1
(140.92.102.48:32292, 152.150.230.27:46767, 0) x 1
(86.38.166.14:20425, 130.248.219.75:13985, 0) x 1
(84.203.194.196:62791, 107.182.117.158:3027, 0) x 1
(228.118.156.188:39592, 75.207.80.171:23087, 0) x 1
(192.117.42.170:61325, 154.217.104.166:45041, 0) x 1
(102.156.45.38:54523, 153.192.103.44:13497, 0) x 1
(49.79.10.46:23669, 195.32.92.155:38706, 0) x 1
(38.183.125.120:41697, 109.95.4.227:15598, 0) x 1
(104.9.220.203:55280, 6.10.231.100:9078, 0) x 1
(139.46.30.192:37318, 221.18.27.155:40342, 0) x 1
(72.151.110.24:53939, 12.234.29.47:133, 0) x 1
(162.103.134.159:28201, 247.82.154.240:16486, 0) x 1
(144.49.176.4:26013, 254.246.200.49:7681, 0) x 1
(212.150.168.84:11010, 246.34.145.236:26268, 0) x 1
(164.233.141.254:13059, 189.19.232.44:45920, 0) x 1
(128.124.52.254:13506, 241.203.232.177:4470, 0) x 1
(216.147.51.11:52784, 139.255.131.37:39492, 0) x 1
(182.247.210.236:39196, 44.231.147.192:18067, 0) x 1
(74.197.157.204:18477, 128.237.196.203:29190, 0) x 1
(201.124.145.169:39772, 253.58.27.84:62350, 0) x 1
(5.26.142.251:23501, 6.174.71.199:34788, 0) x 1
(160.7.226.193:31759, 10.163.85.19:35049, 0) x 1
(111.64.198.74:1804, 214.5.74.227:4212, 0) x 1
(200.7.14.26:64799, 200.50.235.217:54295, 0) x 1
(54.201.87.132:24098, 81.253.82.97:8381, 0) x 1
(222.28.50.12:6708, 150.146.172.28:24983, 0) x 1
(78.212.133.72:48168, 145.234.179.24:44935, 0) x 1
(229.90.116.34:64364, 141.165.94.62:19950, 0) x 1
(122.5.82.96:63595, 102.188.133.122:63434, 0) x 1
(167.185.203.29:52565, 56.135.155.18:13512, 0) x 1
(175.241.192.73:14624, 27.74.68.33:39955, 0) x 1
(52.247.109.121:42849, 66.194.203.38:48445, 0) x 1
(131.78.201.42:38990, 157.175.35.214:18862, 0) x 1
(49.170.161.24:1231, 173.50.238.170:45111, 0) x 1
(130.135.195.83:46810, 178.9.51.136:52764, 0) x 1
(251.185.95.66:33958, 181.16.81.252:17552, 0) x 1
(207.3.139.156:46784, 156.46.205.231:47437, 0) x 1
(76.185.61.121:58251, 146.240.252.241:40986, 0) x 1
(172.125.202.157:49398, 198.234.197.136:8868, 0) x 1
(124.225.156.191:24235, 174.31.51.118:16762, 0) x 1
(8.108.173.87:51291, 63.200.241.65:20375, 0) x 1
(110.125.20.17:23817, 191.167.109.64:65286, 0) x 1
(77.201.155.203:25041, 103.67.82.28:52438, 0) x 1
(50.208.26.39:41142, 144.17.133.36:48789, 0) x 1
(66.25.166.231:10094, 163.85.13.14:34992, 0) x 1
(4.86.142.227:57396, 153.244.76.36:13710, 0) x 1
(85.240.243.3:18370, 31.64.34.37:58571, 0) x 1
(168.34.208.114:9579, 184.34.240.101:27636, 0) x 1
(188.178.217.31:48618, 89.208.83.33:3329, 0) x 1
(247.115.210.114:50679, 93.52.4.74:18444, 0) x 1
(53.76.219.121:1185, 26.9.160.145:19502, 0) x 1
(107.62.251.233:32460, 59.30.181.115:38994, 0) x 1
(133.238.208.192:34950, 190.86.55.3:40088, 0) x 1
(194.167.45.14:54613, 228.64.192.84:1212, 0) x 1
(48.114.43.237:16539, 87.35.227.98:59183, 0) x 1
(122.174.36.179:3159, 94.84.214.147:53433, 0) x 1
(0.155.235.203:21416, 41.47.169.198:21207, 0) x 1
(151.175.25.137:28825, 241.146.235.71:45468, 0) x 1
(106.158.48.37:46697, 34.224.209.119:55683, 0) x 1
(231.32.33.86:31766, 50.76.179.83:17500, 0) x 1
(247.168.141.10:48925, 124.249.129.248:49601, 0) x 1
(67.166.56.183:55348, 198.180.187.201:4233, 0) x 1
(177.133.74.223:2923, 184.131.81.241:45180, 0) x 1
(190.196.39.164:26622, 86.81.53.140:39709, 0) x 1
(196.133.252.118:8022, 180.149.165.206:42504, 0) x 1
(71.47.200.77:16420, 200.216.81.1:6212, 0) x 1
(92.166.52.176:22850, 108.87.83.160:44365, 0) x 1
(25.81.201.214:58439, 159.85.155.68:41687, 0) x 1
(173.134.169.198:600, 195.130.13.5:11699, 0) x 1
(181.46.103.56:45045, 54.227.224.42:22559, 0) x 1
(149.100.178.31:41205, 12.32.140.183:55581, 0) x 1
(247.25.152.38:33504, 0.204.183.145:47632, 0) x 1
(10.231.176.81:31988, 65.107.66.197:64209, 0) x 1
(64.242.169.189:52886, 164.157.123.239:50831, 0) x 1
(2.209.23.137:9393, 167.64.129.156:56853, 0) x 1
(92.206.59.16:59040, 75.103.227.213:51885, 0) x 1
(57.173.226.177:57689, 74.183.153.26:2770, 0) x 1
(197.27.4.212:15128, 240.130.138.90:35224, 0) x 1
(78.82.0.138:18675, 176.134.36.84:45201, 0) x 1
(217.194.223.52:60894, 0.253.76.59:9353, 0) x 1
(52.176.214.30:29084, 134.105.62.66:8340, 0) x 1
(50.214.113.43:2718, 208.217.229.187:17526, 0) x 1
(113.125.249.234:22135, 215.238.13.38:31734, 0) x 1
(178.116.44.216:5483, 69.217.74.108:58329, 0) x 1
(202.79.140.90:14294, 51.198.113.132:16581, 0) x 1
(165.2.2.96:6340, 177.32.168.215:51334, 0) x 1
(48.160.74.194:42123, 159.42.0.181:64769, 0) x 1
(81.6.10.19:7155, 28.121.216.130:9835, 0) x 1
(71.175.45.96:3594, 130.68.114.172:29592, 0) x 1
(213.169.145.29:29638, 79.161.179.166:1210, 0) x 1
(80.180.232.204:30031, 184.52.93.226:43726, 0) x 1
(137.218.136.237:44360, 18.3.211.205:57675, 0) x 1
(238.128.83.208:58004, 247.106.223.59:37040, 0) x 1
(180.71.27.157:13364, 82.14.113.118:42846, 0) x 1
(94.64.238.5:27364, 90.119.10.133:21151, 0) x 1
(186.124.51.161:42336, 144.213.164.22:53669, 0) x 1
(104.248.80.77:46829, 198.19.190.44:17889, 0) x 1
(130.20.241.132:49899, 164.13.191.93:42790, 0) x 1
(162.138.96.248:12590, 76.17.229.23:50339, 0) x 1
(127.246.253.119:4000, 205.25.135.118:12986, 0) x 1
(227.159.140.246:23798, 70.14.172.44:42616, 0) x 1
(220.41.166.36:1171, 106.16.63.175:1327, 0) x 1
(19.138.89.233:1658, 182.61.43.90:10116, 0) x 1
(178.204.161.133:63313, 0.55.89.67:6519, 0) x 1
(254.163.7.217:31025, 77.16.185.193:4665, 0) x 1
(180.118.110.149:20839, 89.220.22.132:3108, 0) x 1
(207.116.24.230:34753, 239.9.114.178:19475, 0) x 1
(115.132.202.22:38768, 14.137.197.167:122, 0) x 1
(130.25.181.177:50425, 143.218.96.19:32667, 0) x 1
(22.215.182.145:3385, 81.144.33.21:38850, 0) x 1
(4.158.219.228:24476, 229.186.102.60:35004, 0) x 1
(192.180.207.231:35675, 18.229.165.10:7989, 0) x 1
(202.186.142.152:16557, 159.71.120.220:56526, 0) x 1
(76.200.144.244:43291, 231.181.148.15:1429, 0) x 1
(38.169.153.236:9290, 185.191.134.2:14227, 0) x 1
(28.45.113.13:9661, 231.219.88.174:1597, 0) x 1
(199.193.39.21:27875, 82.164.112.49:6049, 0) x 1
(31.135.243.144:28611, 17.169.184.72:51003, 0) x 1
(145.113.253.167:28985, 10.110.238.157:2746, 0) x 1
(35.28.138.38:34851, 15.25.10.172:22920, 0) x 1
(137.80.40.64:54218, 228.79.115.232:2452, 0) x 1
(204.237.82.179:16587, 63.129.201.75:51759, 0) x 1
(234.224.184.231:28289, 175.125.111.219:17138, 0) x 1
(246.152.28.82:6291, 141.213.3.21:3475, 0) x 1
(94.194.113.43:45447, 143.71.159.18:3305, 0) x 1
(226.197.103.147:27254, 17.157.206.253:33374, 0) x 1
(183.93.109.228:16419, 163.168.65.18:41946, 0) x 1
(169.156.193.67:38629, 171.49.161.165:45762, 0) x 1
(68.113.143.101:43104, 241.46.228.14:9330, 0) x 1
(65.131.228.85:15748, 221.41.163.194:3617, 0) x 1
(84.239.244.61:13101, 31.239.140.114:8474, 0) x 1
(71.250.155.85:57695, 0.110.54.98:42398, 0) x 1
(251.242.98.81:27929, 249.134.213.140:43714, 0) x 1
(152.194.12.121:56739, 178.165.74.188:30786, 0) x 1
(63.250.11.202:27953, 165.151.39.154:31099, 0) x 1
(163.121.38.144:42388, 119.99.200.84:58107, 0) x 1
(230.225.237.221:59307, 42.20.169.168:63496, 0) x 1
(199.130.49.97:24787, 193.69.145.95:62828, 0) x 1
(222.60.16.67:57797, 121.49.170.132:18056, 0) x 1
(162.235.31.109:11412, 138.226.234.70:56347, 0) x 1
(194.226.196.51:26261, 65.253.207.156:6681, 0) x 1
(177.174.83.188:28077, 170.166.49.63:58390, 0) x 1
(229.243.7.100:5601, 235.205.45.137:63960, 0) x 1
(39.246.116.200:7375, 245.99.0.217:35790, 0) x 1
(97.20.108.73:40236, 50.208.145.111:35875, 0) x 1
(6.73.33.147:59690, 171.192.202.204:17200, 0) x 1
(71.220.19.202:34804, 147.203.48.2:20585, 0) x 1
(248.125.7.120:8574, 40.121.153.229:44362, 0) x 1
(79.189.198.253:44886, 106.129.212.106:14391, 0) x 1
(161.69.174.160:41538, 59.124.54.37:2843, 0) x 1
(222.189.165.12:983, 213.129.102.239:35601, 0) x 1
(196.32.118.137:63732, 169.161.25.78:52234, 0) x 1
(39.145.165.127:46051, 208.94.90.116:60201, 0) x 1
(73.114.171.63:31255, 40.117.102.248:57607, 0) x 1
(77.233.121.64:41319, 191.120.204.221:21755, 0) x 1
(147.167.123.3:19204, 48.209.217.181:54480, 0) x 1
(106.232.33.35:5740, 95.78.64.253:31720, 0) x 1
(113.208.195.239:8728, 135.0.174.125:61221, 0) x 1
(86.129.103.157:25173, 145.60.134.195:62429, 0) x 1
(207.28.91.202:61498, 194.221.147.183:14070, 0) x 1
(169.63.65.221:17004, 245.167.255.73:62698, 0) x 1
(235.28.123.37:45688, 166.181.135.179:8808, 0) x 1
(42.67.122.93:17016, 7.16.170.5:56263, 0) x 1
(193.58.207.4:1304, 118.14.177.232:47118, 0) x 1
(221.255.206.99:43389, 62.83.195.50:65355, 0) x 1
(237.164.207.54:41953, 59.13.179.140:52057, 0) x 1
(88.250.82.116:44103, 77.7.171.220:42074, 0) x 1
(252.81.233.237:63692, 143.131.45.101:10688, 0) x 1
(192.97.194.146:27227, 121.184.209.200:50073, 0) x 1
(143.84.153.197:28428, 248.132.232.115:32672, 0) x 1
(55.47.253.201:34208, 79.231.175.54:47467, 0) x 1
(66.0.236.221:46584, 130.227.214.130:5436, 0) x 1
(249.9.248.117:34000, 56.36.171.50:33589, 0) x 1
(8.206.160.177:3729, 135.180.118.145:4817, 0) x 1
(224.78.31.192:45690, 71.197.90.204:36108, 0) x 1
(67.144.27.118:58596, 229.222.56.95:38942, 0) x 1
(235.38.253.69:27540, 33.69.0.141:64714, 0) x 1
(140.173.239.224:13739, 107.31.217.30:42809, 0) x 1
(223.8.145.17:59010, 23.216.27.32:16807, 0) x 1
(87.241.61.231:11730, 156.156.105.132:20725, 0) x 1
(196.101.158.42:20410, 123.254.91.127:60179, 0) x 1
(201.39.182.15:7989, 185.226.205.242:7973, 0) x 1
(26.54.95.158:2796, 97.124.54.186:9595, 0) x 1
(149.173.220.126:11536, 90.246.219.22:26279, 0) x 1
(116.163.87.173:20413, 20.187.185.46:13912, 0) x 1
(139.150.73.224:20165, 50.24.19.190:57764, 0) x 1
(233.105.248.162:11641, 183.49.40.191:49188, 0) x 1
(139.208.26.194:28392, 184.23.162.44:7566, 0) x 1
(104.200.164.95:2000, 70.132.158.228:44378, 0) x 1
(153.42.199.137:15914, 146.209.213.24:63412, 0) x 1
(41.37.251.107:10523, 80.163.145.119:3164, 0) x 1
(13.237.137.161:44970, 50.169.255.135:22261, 0) x 1
(163.31.219.133:45309, 215.213.36.134:30145, 0) x 1
(193.66.89.49:16081, 79.29.84.0:5164, 0) x 1
(44.242.173.51:13659, 180.176.77.213:41838, 0) x 1
(38.68.5.12:34893, 107.220.3.110:56883, 0) x 1
(86.203.196.0:55068, 219.140.98.147:22668, 0) x 1
(243.182.56.62:60157, 79.224.129.14:17140, 0) x 1
(101.92.222.160:38411, 88.185.203.18:17888, 0) x 1
(150.20.241.69:64591, 138.114.246.209:34917, 0) x 1
(17.208.156.189:33847, 149.66.21.141:39807, 0) x 1
(37.191.29.49:31279, 216.64.234.131:17328, 0) x 1
(96.72.201.121:17627, 230.152.90.129:2915, 0) x 1
(49.23.244.72:49946, 142.181.127.32:9735, 0) x 1
(236.238.85.32:30355, 108.21.104.192:59145, 0) x 1
(145.68.159.174:42474, 102.132.200.30:45972, 0) x 1
(121.233.153.3:18512, 160.148.120.89:55595, 0) x 1
(32.35.218.196:57697, 90.204.248.8:47141, 0) x 1
(117.2.151.232:25343, 254.200.137.204:50127, 0) x 1
(32.70.26.37:64444, 177.222.127.60:51512, 0) x 1
(128.37.52.157:48683, 37.68.12.22:9498, 0) x 1
(164.9.245.34:48063, 212.104.182.84:23794, 0) x 1
(110.202.29.65:40249, 118.149.93.51:24867, 0) x 1
(216.99.128.65:48459, 151.135.58.221:7849, 0) x 1
(73.160.192.54:52470, 255.209.71.33:29078, 0) x 1
(17.57.147.217:57620, 89.78.83.207:22978, 0) x 1
(29.216.42.107:59454, 38.54.55.231:46004, 0) x 1
(213.238.211.189:54980, 111.241.155.95:32266, 0) x 1
(234.214.163.22:27138, 251.187.236.49:35665, 0) x 1
(34.179.20.253:59528, 49.97.177.155:5938, 0) x 1
(197.46.16.222:10792, 127.202.24.101:14471, 0) x 1
(77.59.89.223:5634, 213.174.210.200:35192, 0) x 1
(153.197.221.73:41619, 58.134.91.171:28790, 0) x 1
(207.141.124.118:51177, 119.97.65.46:24896, 0) x 1
(8.25.92.238:4186, 216.183.73.143:2037, 0) x 1
(125.207.228.74:45987, 65.75.158.237:64164, 0) x 1
(255.54.76.43:29750, 92.38.20.55:40716, 0) x 1
(10.40.44.224:62666, 44.35.182.179:43595, 0) x 1
(178.94.54.121:61444, 67.217.59.112:49576, 0) x 1
(195.48.113.186:4100, 195.34.188.169:38817, 0) x 1
(118.68.200.115:51980, 63.241.127.13:39035, 0) x 1
(170.238.13.249:48134, 28.116.19.27:39030, 0) x 1
(247.45.30.194:431, 105.194.141.8:18189, 0) x 1
(40.102.224.220:61292, 219.162.172.227:16145, 0) x 1
(204.188.235.176:61997, 141.122.40.114:28785, 0) x 1
(34.67.186.228:35083, 203.25.238.156:54251, 0) x 1
(212.34.110.81:64075, 231.16.227.40:16172, 0) x 1
(126.35.140.90:5519, 141.64.0.246:13664, 0) x 1
(137.90.118.184:56926, 32.167.188.111:10342, 0) x 1
(119.106.175.29:36028, 43.48.96.39:44059, 0) x 1
(158.170.0.16:31659, 220.19.74.200:6108, 0) x 1
(153.197.180.85:13632, 109.206.237.111:51344, 0) x 1
(58.62.186.45:5246, 105.217.200.181:11902, 0) x 1
(37.50.68.121:41279, 250.217.184.142:31435, 0) x 1
(68.151.26.223:49232, 37.218.251.180:51049, 0) x 1
(126.189.72.27:59389, 70.108.252.200:7617, 0) x 1
(131.185.210.134:9792, 222.115.96.112:47314, 0) x 1
(110.64.5.185:58089, 59.120.16.72:52046, 0) x 1
(164.15.52.179:29155, 10.141.243.188:52337, 0) x 1
(231.72.226.1:33057, 138.53.19.61:16980, 0) x 1
(139.60.4.63:44273, 58.109.183.219:58140, 0) x 1
(190.78.54.161:3182, 220.229.93.189:5680, 0) x 1
(66.255.226.216:46640, 10.215.97.109:47565, 0) x 1
(225.233.153.205:15081, 64.154.133.109:50187, 0) x 1
(195.235.167.137:24383, 184.148.215.175:61576, 0) x 1
(156.34.69.90:53881, 6.91.207.116:40618, 0) x 1
(206.124.31.105:39317, 140.114.51.226:34914, 0) x 1
(178.242.125.12:44415, 6.113.209.198:37029, 0) x 1
(207.120.12.58:32649, 166.206.105.172:61488, 0) x 1
(0.185.27.66:57221, 19.235.241.187:8519, 0) x 1
(27.78.35.114:63086, 50.163.104.232:40533, 0) x 1
(174.200.96.148:24617, 4.216.138.99:4634, 0) x 1
(21.101.179.217:43049, 30.213.191.158:32320, 0) x 1
(122.249.62.197:48995, 199.120.170.217:1687, 0) x 1
(104.146.229.49:45703, 93.225.113.254:43013, 0) x 1
(87.54.108.63:45297, 139.155.32.70:28234, 0) x 1
(140.159.65.51:60314, 96.136.83.188:27446, 0) x 1
(69.251.93.131:43381, 206.187.175.0:60087, 0) x 1
(98.64.142.24:56689, 212.211.142.17:21130, 0) x 1
(152.16.186.15:48358, 64.204.199.208:37624, 0) x 1
(232.248.31.51:61972, 1.135.7.217:58997, 0) x 1
(94.241.132.212:61454, 46.128.109.139:7195, 0) x 1
(6.234.44.71:43735, 164.2.49.7:46733, 0) x 1
(13.191.173.25:59209, 49.115.25.88:1605, 0) x 1
(26.134.16.54:33150, 132.241.40.6:3769, 0) x 1
(230.110.196.60:52931, 183.101.117.226:32304, 0) x 1
(44.184.146.136:44995, 34.94.242.28:50548, 0) x 1
(164.87.54.174:3312, 222.166.147.159:57808, 0) x 1
(163.161.225.39:39439, 149.176.229.185:34270, 0) x 1
(194.116.79.17:45911, 235.142.49.255:60145, 0) x 1
(45.38.200.28:5772, 125.175.182.117:63559, 0) x 1
(191.155.210.38:25534, 106.200.13.107:43503, 0) x 1
(197.225.13.203:24595, 129.151.207.66:14040, 0) x 1
(116.55.112.207:579, 63.223.38.200:47792, 0) x 1
(51.50.89.19:52958, 243.117.188.47:45188, 0) x 1
(26.100.96.41:19647, 125.243.157.239:7679, 0) x 1
(55.183.148.83:26812, 137.36.125.15:40523, 0) x 1
(135.4.159.39:8074, 27.217.53.231:1449, 0) x 1
(87.177.125.169:20234, 0.2.224.247:18355, 0) x 1
(164.215.255.55:27058, 198.73.170.183:16532, 0) x 1
(179.58.1.164:24819, 0.13.117.142:48709, 0) x 1
(163.197.107.126:9867, 88.91.5.93:5171, 0) x 1
(113.210.55.230:47945, 160.193.227.43:57452, 0) x 1
(199.198.93.227:15950, 201.123.94.58:26556, 0) x 1
(124.39.119.200:19547, 235.70.123.190:35189, 0) x 1
(143.54.215.91:19769, 161.28.92.183:10833, 0) x 1
(180.22.187.238:13348, 221.8.201.84:41305, 0) x 1
(76.22.186.44:25778, 130.231.156.234:45160, 0) x 1
(37.36.241.183:6433, 109.223.2.115:16473, 0) x 1
(66.223.20.120:34162, 190.86.140.26:11916, 0) x 1
(88.91.91.166:5383, 34.134.158.140:35582, 0) x 1
(254.114.109.11:52163, 223.114.18.109:18298, 0) x 1
(195.115.70.104:39645, 29.32.0.217:62148, 0) x 1
(199.6.113.61:46444, 199.84.180.40:59818, 0) x 1
(7.128.16.51:56476, 78.48.38.246:49366, 0) x 1
(245.135.125.80:31249, 185.106.182.114:60057, 0) x 1
(14.6.85.68:11103, 198.41.230.20:36266, 0) x 1
(38.57.125.200:27212, 104.248.97.143:21544, 0) x 1
(176.131.190.51:38911, 72.240.120.112:44005, 0) x 1
(208.76.45.76:41336, 20.24.159.167:20369, 0) x 1
(192.185.138.151:59943, 133.143.20.182:46541, 0) x 1
(93.226.187.84:16839, 229.217.142.20:28362, 0) x 1
(144.207.61.52:46265, 10.38.215.251:24442, 0) x 1
(243.87.9.194:61238, 210.147.251.165:35309, 0) x 1
(127.39.109.23:28519, 8.186.245.93:18423, 0) x 1
(121.233.94.8:19895, 64.18.121.70:59422, 0) x 1
(12.94.200.48:740, 177.9.159.116:34285, 0) x 1
(244.251.20.119:6217, 42.34.109.38:60235, 0) x 1
(253.107.174.251:31624, 41.153.27.72:14432, 0) x 1
(129.25.115.159:22890, 104.44.47.41:20428, 0) x 1
(228.117.215.243:55179, 179.211.6.191:57750, 0) x 1
(48.222.201.172:57662, 46.94.162.221:60493, 0) x 1
(127.23.132.86:30565, 61.17.189.244:42193, 0) x 1
(120.20.67.130:48834, 75.6.103.64:22705, 0) x 1
(255.1.238.122:62864, 76.8.117.204:37677, 0) x 1
(133.53.96.212:30904, 147.178.99.97:53635, 0) x 1
(163.5.22.60:56186, 172.93.252.118:36164, 0) x 1
(28.170.127.104:36962, 182.106.77.170:38998, 0) x 1
(175.145.160.187:44566, 215.84.50.4:32557, 0) x 1
(157.58.113.15:9762, 201.87.59.9:37046, 0) x 1
(74.104.243.170:42746, 125.49.110.227:62560, 0) x 1
(47.38.225.71:58891, 124.62.53.215:59313, 0) x 1
(114.20.7.94:63972, 53.54.249.98:21692, 0) x 1
(2.85.11.148:45815, 43.250.14.187:19662, 0) x 1
(99.26.110.71:31333, 198.41.21.162:26385, 0) x 1
(91.66.255.201:8364, 253.233.72.27:53807, 0) x 1
(46.181.240.80:43517, 115.246.210.169:7320, 0) x 1
(37.174.18.7:59566, 55.246.231.124:4067, 0) x 1
(108.118.220.80:16378, 155.54.239.223:41318, 0) x 1
(110.197.89.165:63659, 199.213.119.87:36896, 0) x 1
(118.37.131.179:15323, 216.19.31.55:61059, 0) x 1
(134.113.108.32:8286, 14.75.160.187:28005, 0) x 1
(207.218.128.55:26999, 211.181.64.218:3901, 0) x 1
(221.205.145.24:690, 116.97.28.97:54436, 0) x 1
(228.135.88.63:50011, 200.62.195.154:28612, 0) x 1
(213.41.58.163:4926, 169.112.52.97:58415, 0) x 1
(109.164.58.232:34882, 211.103.98.194:3960, 0) x 1
(3.239.14.37:51965, 150.213.94.247:41403, 0) x 1
(150.19.241.190:57075, 74.151.210.6:14786, 0) x 1
(41.231.61.31:43474, 171.171.68.108:33024, 0) x 1
(111.65.95.95:25019, 94.29.142.100:26025, 0) x 1
(181.30.30.170:11036, 213.113.123.164:7980, 0) x 1
(101.89.95.92:2876, 231.24.166.97:8648, 0) x 1
(208.101.10.108:40045, 139.2.103.36:36486, 0) x 1
(185.30.53.0:2196, 250.89.199.73:25682, 0) x 1
(80.213.193.235:10276, 98.44.104.6:34554, 0) x 1
(232.73.252.183:11283, 121.84.177.43:53961, 0) x 1
(150.17.103.4:52704, 14.46.77.77:45666, 0) x 1
(109.19.211.29:40754, 160.175.123.31:48478, 0) x 1
(23.32.42.39:3410, 158.186.182.170:25072, 0) x 1
(88.113.81.122:33457, 144.163.110.249:20518, 0) x 1
(187.32.145.200:36983, 255.117.7.40:37653, 0) x 1
(98.179.142.186:35021, 189.53.53.91:53495, 0) x 1
(239.212.25.49:62304, 188.195.101.51:26162, 0) x 1
(9.126.93.74:37597, 85.123.181.152:22017, 0) x 1
(98.106.47.93:52760, 24.43.203.208:40016, 0) x 1
(82.249.8.164:28868, 201.119.153.74:35596, 0) x 1
(88.99.20.140:40947, 193.159.34.235:3390, 0) x 1
(85.228.113.12:57540, 38.245.223.158:31072, 0) x 1
(60.254.38.188:62241, 186.15.40.32:11173, 0) x 1
(169.152.48.12:8036, 119.230.82.85:2209, 0) x 1
(28.68.4.176:39874, 164.211.74.9:55922, 0) x 1
(11.253.87.220:46955, 123.225.209.70:32151, 0) x 1
(251.162.183.43:59131, 38.1.130.61:2631, 0) x 1
(122.71.156.64:14017, 185.147.209.64:38368, 0) x 1
(192.198.139.214:10822, 10.94.117.76:59507, 0) x 1
(166.141.6.8:65292, 51.140.61.1:39160, 0) x 1
(134.37.79.172:50152, 188.175.253.189:33281, 0) x 1
(221.222.119.248:15661, 141.92.186.26:58986, 0) x 1
(203.11.87.65:30515, 24.178.231.109:46902, 0) x 1
(236.41.190.224:36444, 167.228.203.92:21847, 0) x 1
(178.201.127.10:2809, 49.13.78.207:6511, 0) x 1
(85.250.180.129:24071, 202.35.22.125:22096, 0) x 1
(173.54.39.217:48072, 240.205.168.154:8263, 0) x 1
(181.203.243.169:51312, 89.200.37.1:49446, 0) x 1
